CO2,Radiation,diameter,humidity,outside_temperature,inside_temperature,measurement,Yield
74.21,34.93,37.52,0.63,74.21,37.03,9.98,12.3
82.72,47.58,48.22,0.64,85.83,47.58,8.81,29.8
82.32,48.54,48.82,0.62,85.35,48.54,9.31,29.8
82.51,47.82,48.46,0.62,85.58,47.82,9.07,29.8
82.71,47.55,48.16,0.63,85.82,47.55,8.87,29.8
82.42,48.56,48.77,0.62,85.47,48.56,9.3,29.8
82.53,47.79,48.42,0.62,85.62,47.79,9.1,29.8
61.96,9.4,25.64,0.6,61.96,24.39,9.66,12.1
66.81,13.54,22.12,0.46,66.81,26.57,9.88,12.1
66.93,13.83,22.03,0.45,66.93,26.73,9.87,12.1
63.5,8.93,23.47,0.55,63.5,23.5,9.89,12.1
67.13,15.58,26.02,0.51,67.13,28.46,9.51,12.1
63.95,12.69,25.07,0.55,63.95,26.3,9.51,12.1
80.17,47.24,38.9,0.44,82.48,49.53,10.0,27.0
80.13,45.8,37.07,0.41,82.51,48.31,10.0,27.0
74.28,34.48,37.11,0.61,74.28,37.33,9.97,11.6
77.36,33.14,34.82,0.55,77.36,37.08,9.92,11.6
78.27,33.05,33.95,0.53,78.27,36.69,9.92,11.6
77.9,33.33,34.27,0.54,77.9,36.56,9.92,11.6
74.63,34.22,36.88,0.6,74.63,37.38,9.96,11.6
77.92,33.33,34.21,0.54,77.92,36.56,9.92,11.6
74.21,34.66,37.23,0.61,74.21,37.26,9.97,16.8
73.75,34.85,37.38,0.62,73.75,37.33,9.97,16.8
74.68,34.38,37.02,0.61,74.68,37.22,9.97,16.8
74.46,34.44,37.07,0.61,74.46,37.28,9.97,16.8
74.36,34.65,37.22,0.62,74.36,37.19,9.97,16.8
73.9,34.66,37.27,0.62,73.9,37.37,9.97,16.8
60.72,27.27,36.54,0.77,60.72,30.12,7.1,12.6
60.53,27.18,36.6,0.77,60.53,30.11,7.11,12.6
60.81,29.07,40.46,0.87,60.81,32.63,4.38,12.6
60.95,29.34,40.66,0.87,60.95,32.86,4.4,12.6
61.08,30.81,37.76,0.81,61.08,30.81,6.14,12.6
60.47,28.33,39.72,0.86,60.47,31.59,4.21,12.6
72.49,27.97,28.39,0.47,72.49,34.45,10.0,10.3
70.47,28.19,30.89,0.51,70.47,34.6,10.0,10.3
70.64,29.2,29.14,0.49,70.64,34.74,9.93,10.3
68.94,31.3,31.35,0.53,68.94,33.96,9.93,10.3
72.63,28.57,28.63,0.47,72.63,34.57,10.0,10.3
70.94,29.74,29.29,0.48,70.94,34.94,9.95,10.3
61.47,29.82,37.81,0.81,61.47,32.92,5.58,31.1
61.27,29.66,38.15,0.82,61.27,33.36,5.33,31.1
61.36,29.74,37.98,0.82,61.36,33.17,5.45,31.1
61.31,29.46,37.68,0.8,61.31,33.47,5.59,31.1
61.22,29.55,38.22,0.82,61.22,33.54,5.27,31.1
61.19,29.16,37.4,0.79,61.19,33.65,5.71,31.1
78.86,44.23,29.81,0.34,81.2,48.95,9.85,15.7
79.39,51.28,28.85,0.31,79.39,51.28,10.0,15.7
78.44,52.59,28.82,0.29,80.3,52.59,9.89,15.7
78.46,52.53,28.8,0.29,80.34,52.53,9.87,15.7
78.28,52.47,28.78,0.29,80.37,52.47,9.86,15.7
78.43,52.57,28.81,0.29,80.28,52.57,9.88,15.7
73.09,27.38,27.76,0.46,73.09,33.76,10.0,12.2
73.37,28.04,26.45,0.44,73.37,34.6,10.0,12.2
74.13,25.44,26.47,0.44,74.13,32.41,10.0,12.2
73.6,27.67,26.34,0.44,73.6,34.39,10.0,12.2
73.62,27.58,26.35,0.44,73.62,34.31,10.0,12.2
73.57,28.01,26.95,0.44,73.57,34.59,10.0,12.2
6.58,-15.1,3.92,0.81,17.0,0.93,2.0,38.8
6.58,-15.32,3.93,0.81,17.0,1.1,2.0,38.8
6.58,-16.49,3.96,0.8,17.0,1.31,2.0,38.8
6.58,-15.46,3.95,0.8,17.0,1.42,2.0,38.8
6.21,-14.72,3.73,0.8,16.48,2.27,2.07,38.8
-1.02,-15.02,1.92,0.8,13.08,1.05,2.54,38.8
79.05,40.16,41.61,0.59,80.73,42.62,9.85,49.4
79.53,39.44,42.1,0.6,81.3,42.87,10.0,49.4
79.53,39.61,42.02,0.6,81.32,42.94,10.0,49.4
78.97,39.75,41.97,0.6,80.56,42.52,9.82,49.4
79.8,39.97,42.88,0.62,79.8,42.94,9.45,49.4
79.2,40.04,43.05,0.61,80.8,43.08,9.73,49.4
62.63,20.77,30.55,0.61,62.63,31.86,9.61,28.2
62.6,21.17,30.68,0.61,62.6,31.89,9.61,28.2
62.6,21.65,30.82,0.62,62.6,31.94,9.61,28.2
62.59,20.17,30.34,0.6,62.59,31.77,9.61,28.2
62.38,17.9,29.62,0.6,62.38,31.7,9.64,28.2
62.3,17.61,29.58,0.6,62.3,31.61,9.64,28.2
70.8,37.8,42.23,0.73,70.8,40.89,5.85,64.4
69.44,38.73,43.86,0.76,69.44,41.92,5.24,64.4
69.76,38.44,43.09,0.75,69.76,41.57,5.53,64.4
71.57,39.33,41.93,0.71,71.57,41.14,6.43,64.4
71.8,37.41,41.76,0.71,71.8,39.7,6.44,64.4
71.49,39.3,41.92,0.71,71.49,41.24,6.37,64.4
72.52,32.11,24.98,0.39,72.52,37.87,10.0,35.7
71.91,32.25,23.69,0.36,71.91,38.6,10.0,35.7
72.54,31.79,25.08,0.39,72.54,37.81,10.0,35.7
71.54,32.44,23.43,0.36,71.54,38.58,10.0,35.7
72.04,32.36,23.73,0.36,72.04,38.74,10.0,35.7
71.81,33.97,23.55,0.34,71.81,40.09,10.0,35.7
62.92,33.04,38.69,0.74,62.92,38.45,7.03,45.4
57.61,33.14,37.91,0.8,57.61,35.96,6.08,45.4
59.77,33.07,39.4,0.79,59.77,37.92,5.87,45.4
61.75,34.01,39.28,0.77,61.75,38.25,6.26,45.4
61.75,34.01,39.28,0.77,61.75,38.25,6.26,45.4
59.8,34.6,39.3,0.79,59.8,38.64,6.06,45.4
74.81,34.64,37.37,0.63,74.81,36.77,9.98,11.8
74.95,34.12,37.58,0.64,74.95,36.49,9.99,11.8
73.95,34.72,37.77,0.64,73.95,36.82,9.99,11.8
74.35,35.14,37.43,0.62,74.35,37.01,9.98,11.8
75.15,33.98,37.09,0.63,75.15,36.36,9.96,11.8
74.84,34.44,37.13,0.61,74.84,37.02,9.97,11.8
73.2,34.55,36.17,0.6,73.2,38.26,9.67,20.6
73.11,34.62,36.3,0.6,73.11,38.31,9.65,20.6
75.4,36.07,35.46,0.56,75.4,38.63,8.29,20.6
73.78,34.16,36.24,0.59,73.78,38.66,9.71,20.6
73.82,34.1,36.18,0.58,73.82,38.62,9.72,20.6
71.34,32.01,36.67,0.64,71.34,36.76,9.2,20.6
55.58,26.51,32.42,0.65,55.58,35.05,9.12,36.4
55.13,26.47,32.39,0.65,55.13,35.27,9.11,36.4
53.69,25.05,31.73,0.68,53.69,34.23,8.95,36.4
53.13,24.93,31.69,0.68,53.13,34.17,8.93,36.4
45.21,24.42,31.46,0.71,49.26,33.78,8.79,36.4
35.91,18.83,29.31,0.74,42.96,30.05,8.86,36.4
85.62,58.44,60.95,0.8,85.91,58.44,7.41,34.8
56.3,33.26,41.26,0.87,56.3,38.28,4.04,49.7
57.71,34.02,40.89,0.85,57.71,38.93,4.7,49.7
57.14,34.52,41.54,0.87,57.14,39.15,4.45,49.7
57.23,34.59,41.77,0.87,57.23,39.29,4.48,49.7
56.75,34.06,41.39,0.87,56.75,38.71,4.26,49.7
56.54,33.68,41.31,0.87,56.54,38.51,4.16,49.7
79.56,39.79,38.31,0.54,79.56,42.15,10.0,37.5
77.14,40.82,39.15,0.57,77.14,42.63,8.99,37.5
78.78,39.85,38.28,0.55,78.78,42.31,10.0,37.5
78.32,41.07,39.83,0.58,78.32,42.74,9.68,37.5
78.64,40.91,39.84,0.58,78.64,43.03,9.76,37.5
78.59,51.36,28.04,0.29,80.61,51.36,10.0,14.9
79.65,51.65,28.86,0.3,79.65,51.65,10.0,14.9
79.32,51.37,28.87,0.31,79.32,51.37,10.0,14.9
78.4,52.49,28.76,0.29,80.63,52.49,9.9,14.9
79.54,51.67,28.88,0.31,79.54,51.67,10.0,14.9
78.54,52.53,28.79,0.29,80.48,52.53,9.89,14.9
-5.63,-16.29,-1.09,0.75,10.73,0.36,1.83,43.2
-5.67,-15.62,-0.97,0.75,10.62,0.53,1.91,43.2
-5.81,-15.9,-0.46,0.74,10.73,1.22,1.68,43.2
-5.85,-15.7,-0.2,0.74,10.75,1.56,1.63,43.2
-5.84,-15.85,-0.25,0.74,10.77,1.5,1.62,43.2
-5.69,-15.22,-0.93,0.75,10.55,0.6,1.97,43.2
71.98,37.64,41.87,0.71,71.98,39.7,6.63,46.2
72.01,37.81,41.97,0.71,72.01,39.87,6.72,46.2
74.03,39.96,41.15,0.65,74.03,39.96,7.58,46.2
73.44,39.12,41.17,0.67,73.44,39.12,7.26,46.2
74.78,38.93,42.01,0.67,74.78,40.02,7.64,46.2
74.71,39.01,42.02,0.67,74.71,40.0,7.61,46.2
64.25,30.63,42.43,0.87,64.25,34.73,4.96,16.5
63.36,31.44,42.99,0.88,63.36,35.98,4.91,16.5
64.35,30.66,42.29,0.87,64.35,35.05,5.09,16.5
63.75,31.56,42.19,0.88,63.75,35.27,5.1,16.5
63.54,31.8,42.37,0.88,63.54,35.83,4.96,16.5
62.8,30.82,41.63,0.89,62.8,33.96,4.7,16.5
64.16,11.69,26.33,0.59,64.16,27.35,9.67,18.3
64.18,11.83,26.53,0.59,64.18,27.51,9.66,18.3
62.66,12.62,27.27,0.6,62.66,28.18,9.64,18.3
62.68,12.66,27.18,0.6,62.68,28.19,9.65,18.3
67.13,17.51,26.4,0.51,67.13,30.95,9.66,18.3
64.78,15.72,28.25,0.56,64.78,30.33,9.57,18.3
65.38,35.4,42.27,0.75,65.38,41.05,7.23,17.9
65.56,35.72,42.39,0.75,65.56,41.32,7.13,17.9
65.66,33.13,43.14,0.84,65.66,37.79,6.48,17.9
65.17,33.81,42.47,0.77,65.17,39.49,7.63,17.9
64.6,33.53,41.52,0.76,64.6,38.17,8.41,17.9
64.95,31.8,41.58,0.79,64.95,36.71,8.11,17.9
61.03,27.84,38.82,0.85,61.03,31.16,4.83,18.4
60.97,27.91,38.99,0.85,60.97,31.21,4.7,18.4
60.81,26.57,36.36,0.76,60.81,30.29,7.51,18.4
61.48,30.6,37.26,0.79,61.48,30.83,6.61,18.4
61.64,27.11,35.5,0.74,61.64,30.42,8.05,18.4
61.06,26.38,36.18,0.76,61.06,30.41,7.71,18.4
67.42,34.33,39.02,0.69,67.42,38.8,9.95,15.0
68.06,35.03,38.62,0.67,68.06,38.17,9.97,15.0
68.23,34.92,38.74,0.68,68.23,38.25,9.97,15.0
67.72,35.2,38.72,0.68,67.72,38.34,9.97,15.0
67.48,34.32,38.98,0.69,67.48,38.8,9.94,15.0
70.73,33.51,38.17,0.68,70.73,37.01,9.48,15.0
29.51,20.57,18.58,0.62,36.25,21.09,9.73,43.7
28.6,17.33,17.9,0.61,35.58,20.3,9.68,43.7
29.01,18.37,18.08,0.61,35.92,20.93,9.71,43.7
30.37,20.47,19.89,0.63,36.8,22.19,9.77,43.7
32.27,20.12,21.56,0.64,38.65,24.18,9.87,43.7
31.28,20.69,20.34,0.64,37.51,22.91,9.82,43.7
79.24,34.95,31.79,0.46,79.24,39.1,9.96,14.4
78.55,34.17,33.54,0.5,78.55,38.55,9.97,14.4
78.77,40.11,30.43,0.38,81.0,44.9,9.85,14.4
77.57,33.88,34.35,0.54,77.57,36.75,9.93,14.4
78.97,49.19,29.53,0.33,81.48,49.84,9.83,14.4
77.77,34.1,34.44,0.54,77.77,37.11,9.96,14.4
57.57,34.46,44.81,0.93,57.57,39.44,2.24,39.0
57.68,34.55,44.87,0.93,57.68,39.51,2.21,39.0
57.65,34.78,44.89,0.93,57.65,39.71,2.31,39.0
57.17,33.64,44.49,0.92,57.17,38.76,2.3,39.0
58.7,37.33,44.77,0.92,58.7,41.05,2.51,39.0
57.41,38.78,44.59,0.93,57.41,38.85,2.0,39.0
-6.45,-13.09,-0.53,0.67,11.79,6.2,7.99,62.2
-6.41,-13.39,-0.46,0.67,11.79,6.13,7.95,62.2
-5.31,-13.86,-0.12,0.68,12.19,5.86,7.89,62.2
-5.47,-13.79,-0.2,0.68,12.11,5.83,7.9,62.2
-5.67,-13.87,-0.19,0.68,12.06,5.91,7.88,62.2
-5.53,-13.96,-0.13,0.68,12.11,5.9,7.87,62.2
79.85,46.7,40.06,0.48,82.0,49.42,10.0,27.2
79.41,46.82,40.32,0.49,81.33,49.77,9.97,27.2
79.52,44.95,40.8,0.52,81.45,47.27,9.97,27.2
80.45,50.63,40.75,0.46,82.9,50.63,10.0,27.2
80.45,50.74,40.76,0.46,82.91,50.74,10.0,27.2
80.25,50.95,40.01,0.45,82.6,50.95,10.0,27.2
62.99,15.22,29.12,0.6,62.99,30.17,9.62,24.4
61.29,15.32,29.35,0.61,61.29,29.68,9.62,24.4
61.24,15.83,29.36,0.61,61.24,30.18,9.61,24.4
61.12,15.88,29.39,0.61,61.12,29.86,9.63,24.4
61.2,15.88,29.38,0.61,61.2,30.09,9.62,24.4
61.19,15.71,29.38,0.61,61.19,29.84,9.62,24.4
59.9,32.52,39.53,0.82,59.9,36.9,5.11,42.0
59.42,33.3,39.57,0.8,59.42,37.65,5.88,42.0
59.26,35.18,40.52,0.81,59.26,39.53,5.67,42.0
60.03,34.51,39.86,0.8,60.03,38.78,5.58,42.0
59.98,34.76,39.95,0.8,59.98,39.22,5.7,42.0
58.78,34.86,40.71,0.83,58.78,39.25,5.21,42.0
-15.38,-22.44,-2.41,0.81,5.47,-1.92,3.28,35.7
-10.1,-15.85,-0.51,0.8,8.84,-0.69,3.39,35.7
-6.31,-17.24,1.27,0.82,11.44,-0.71,2.66,35.7
-14.16,-17.94,-1.36,0.81,6.85,-1.62,3.78,35.7
-15.05,-18.24,-2.1,0.79,6.42,-1.1,3.63,35.7
62.68,28.08,32.32,0.62,62.68,33.8,9.44,23.3
61.91,26.28,31.94,0.62,61.91,33.17,9.51,23.3
63.6,30.1,32.98,0.64,63.6,33.24,9.15,23.3
62.33,26.83,32.01,0.62,62.33,33.22,9.51,23.3
62.61,27.08,32.03,0.62,62.61,33.21,9.51,23.3
62.96,28.68,32.65,0.64,62.96,33.36,9.2,23.3
23.26,7.73,7.73,0.46,31.7,17.46,9.98,48.0
17.2,6.38,6.36,0.46,29.79,16.29,9.98,48.0
17.07,6.48,6.37,0.46,29.69,16.38,9.98,48.0
17.53,5.59,5.85,0.44,29.88,15.59,9.98,48.0
21.68,5.67,6.27,0.44,30.96,15.73,9.98,48.0
16.43,4.4,5.2,0.45,28.8,14.46,9.98,48.0
58.06,34.9,44.15,0.91,58.06,38.82,3.62,44.9
57.93,34.87,44.03,0.91,57.93,38.77,3.57,44.9
58.01,34.94,44.15,0.91,58.01,38.79,3.56,44.9
57.73,34.82,43.85,0.91,57.73,38.71,3.51,44.9
57.83,34.73,43.83,0.91,57.83,38.75,3.63,44.9
57.6,34.79,43.73,0.91,57.6,38.67,3.47,44.9
72.72,27.92,27.91,0.46,72.72,34.24,10.0,29.0
72.69,27.84,28.01,0.46,72.69,34.01,10.0,29.0
72.15,27.68,27.67,0.47,72.15,34.36,10.0,29.0
72.02,27.48,27.72,0.47,72.02,34.51,10.0,29.0
72.04,27.52,27.71,0.47,72.04,34.5,10.0,29.0
72.56,28.04,27.94,0.46,72.56,34.49,10.0,29.0
61.5,10.63,25.71,0.57,61.5,24.79,9.89,23.9
61.77,12.19,28.71,0.61,61.77,27.1,9.67,23.9
61.71,9.4,26.59,0.58,61.71,25.18,9.82,23.9
61.28,8.83,25.75,0.58,61.28,24.66,9.85,23.9
61.46,9.09,26.11,0.58,61.46,24.89,9.84,23.9
61.45,8.62,24.03,0.55,61.45,23.66,9.97,23.9
66.62,37.61,43.46,0.75,66.62,42.72,6.66,16.3
66.17,37.44,43.16,0.76,66.17,42.56,6.73,16.3
65.86,37.37,42.96,0.76,65.86,42.52,6.75,16.3
66.1,34.77,43.3,0.81,66.1,39.25,6.48,16.3
66.39,35.57,44.07,0.79,66.39,39.79,6.11,16.3
65.89,33.68,43.26,0.82,65.89,38.26,6.47,16.3
74.46,40.66,22.45,0.28,74.46,44.9,10.0,17.6
74.67,40.4,22.84,0.29,74.67,44.63,10.0,17.6
73.6,41.25,22.64,0.29,73.6,46.14,10.0,17.6
74.34,41.17,23.27,0.3,74.34,45.7,10.0,17.6
73.98,40.85,22.54,0.29,73.98,45.43,10.0,17.6
74.61,40.84,23.27,0.29,74.61,45.29,10.0,17.6
76.12,40.51,26.06,0.33,76.12,44.58,10.0,22.9
76.09,40.5,26.03,0.33,76.09,44.66,10.0,22.9
76.12,40.4,26.19,0.33,76.12,44.63,10.0,22.9
75.94,41.0,25.77,0.33,75.94,45.25,10.0,22.9
75.95,41.0,25.78,0.33,75.95,45.25,10.0,22.9
76.26,40.35,26.38,0.34,76.26,44.61,10.0,22.9
65.25,30.9,42.52,0.83,65.25,36.31,7.1,18.9
66.62,33.13,40.37,0.75,66.62,35.63,8.01,18.9
64.94,31.69,41.57,0.81,64.94,36.31,7.84,18.9
64.86,30.54,42.26,0.85,64.86,35.71,6.75,18.9
64.92,30.7,42.09,0.84,64.92,35.88,6.87,18.9
64.94,31.9,41.48,0.8,64.94,36.37,7.98,18.9
62.77,29.27,36.61,0.76,62.77,33.09,6.36,27.7
61.33,29.55,37.78,0.81,61.33,33.44,5.56,27.7
61.22,29.38,37.84,0.81,61.22,33.59,5.49,27.7
61.25,29.62,38.22,0.82,61.25,33.53,5.3,27.7
62.71,29.57,37.26,0.77,62.71,33.16,6.28,27.7
62.52,32.41,37.45,0.74,62.52,36.5,6.96,27.7
60.09,31.46,36.07,0.72,60.09,36.86,8.43,42.2
56.65,30.57,36.31,0.76,56.65,36.55,7.7,42.2
54.77,29.22,35.18,0.74,54.77,36.91,8.3,42.2
63.85,31.81,35.84,0.66,63.85,38.64,8.59,42.2
42.25,26.06,31.74,0.74,46.38,35.01,8.63,42.2
52.25,30.24,35.17,0.79,52.25,34.73,7.37,42.2
79.67,38.28,38.13,0.52,81.87,41.45,9.87,44.0
79.6,39.81,36.83,0.47,81.81,42.45,9.83,44.0
79.62,39.85,36.81,0.47,81.84,42.5,9.83,44.0
79.77,38.58,37.84,0.5,82.04,41.85,9.87,44.0
79.78,38.6,37.82,0.5,82.05,41.87,9.87,44.0
64.6,37.28,46.0,0.86,64.6,40.87,4.54,42.8
64.66,37.14,45.95,0.86,64.66,40.72,4.57,42.8
64.72,37.04,45.9,0.86,64.72,40.62,4.59,42.8
62.56,39.04,47.05,0.89,62.56,42.02,4.03,42.8
62.57,39.03,47.04,0.89,62.57,42.01,4.03,42.8
62.61,40.34,47.26,0.9,62.61,42.33,3.87,42.8
64.83,38.37,43.58,0.8,64.83,42.69,6.47,36.9
65.17,37.92,43.84,0.81,65.17,42.05,6.32,36.9
63.56,40.72,45.55,0.84,63.56,44.79,5.85,36.9
65.5,38.3,43.89,0.82,65.5,42.43,6.16,36.9
65.49,38.33,43.9,0.82,65.49,42.46,6.15,36.9
65.61,37.23,43.71,0.82,65.61,41.76,6.44,36.9
79.83,42.55,34.81,0.42,82.18,43.99,9.84,11.2
79.79,43.0,34.55,0.41,82.13,44.15,9.85,11.2
79.66,43.11,33.05,0.39,81.97,45.26,9.94,11.2
79.63,43.07,33.0,0.39,81.92,45.21,9.94,11.2
79.89,44.7,33.56,0.38,82.3,46.37,9.94,11.2
79.65,39.38,42.2,0.59,81.51,43.11,9.99,47.9
79.77,38.91,41.99,0.58,81.67,42.35,9.99,47.9
79.51,39.21,42.18,0.6,81.25,42.82,10.0,47.9
79.58,37.9,42.21,0.61,81.41,41.38,9.99,47.9
79.29,39.89,43.04,0.61,80.91,43.12,9.76,47.9
80.03,40.74,41.35,0.54,82.11,43.96,9.99,47.9
62.95,28.95,36.06,0.75,62.95,32.23,6.72,30.4
63.64,29.63,36.05,0.74,63.64,32.8,6.87,30.4
62.79,29.4,36.46,0.76,62.79,32.89,6.45,30.4
63.5,29.53,36.19,0.74,63.5,32.93,6.76,30.4
62.85,29.33,36.51,0.76,62.85,33.02,6.44,30.4
64.47,30.51,34.78,0.7,64.47,32.69,7.77,30.4
83.31,44.53,47.65,0.64,86.63,47.48,9.62,31.9
83.42,44.86,47.45,0.63,86.74,47.6,9.64,31.9
83.18,44.47,47.52,0.64,86.46,47.51,9.76,31.9
82.66,46.83,47.7,0.62,85.74,48.96,9.92,31.9
82.38,43.67,46.94,0.65,85.49,46.64,9.66,31.9
82.97,47.2,48.04,0.62,86.15,48.79,9.53,31.9
57.41,34.44,41.04,0.85,57.41,39.3,4.87,59.0
57.54,35.11,41.44,0.85,57.54,39.58,4.69,59.0
57.78,35.29,41.38,0.85,57.78,39.7,4.77,59.0
57.66,34.91,41.3,0.85,57.66,39.4,4.67,59.0
57.57,35.2,41.47,0.85,57.57,39.66,4.71,59.0
57.48,35.17,41.59,0.86,57.48,39.67,4.67,59.0
80.44,45.79,43.32,0.54,82.73,47.14,9.51,51.6
80.3,45.11,42.23,0.52,82.54,47.44,9.84,51.6
28.08,3.92,6.21,0.58,28.08,11.75,10.0,35.7
20.18,1.09,4.02,0.58,25.7,10.62,9.98,35.7
20.8,1.52,3.77,0.56,26.23,10.74,10.0,35.7
26.37,0.81,4.92,0.6,26.37,9.59,10.0,35.7
24.95,2.74,6.65,0.65,24.95,11.08,9.98,35.7
21.02,0.79,7.77,0.66,25.77,11.5,9.98,35.7
41.49,15.73,28.25,0.78,43.95,27.71,8.91,14.4
41.13,16.17,28.8,0.79,44.05,27.85,8.92,14.4
41.21,15.81,28.33,0.79,43.76,27.71,8.89,14.4
36.1,12.26,24.93,0.77,40.93,25.38,8.53,14.4
38.96,16.0,28.17,0.81,42.3,27.34,8.47,14.4
36.01,12.09,24.75,0.77,40.97,25.28,8.52,14.4
50.11,15.22,34.52,0.87,50.11,26.39,6.62,46.5
48.21,15.06,33.97,0.87,49.12,26.32,6.54,46.5
50.51,15.59,34.87,0.88,50.51,26.63,6.67,46.5
47.9,14.79,33.8,0.87,49.03,26.11,6.49,46.5
47.78,15.38,34.33,0.86,49.39,26.48,6.41,46.5
48.1,15.79,34.59,0.87,49.54,26.79,6.46,46.5
48.4,14.12,33.02,0.87,48.4,25.54,6.64,45.6
50.58,15.77,34.92,0.87,50.58,26.5,6.74,45.6
48.46,15.04,34.25,0.88,49.36,25.68,6.53,45.6
44.39,10.5,29.77,0.86,44.39,23.29,6.49,45.6
44.67,11.4,30.35,0.86,44.67,23.84,6.5,45.6
43.75,10.53,29.78,0.84,43.75,23.56,6.64,45.6
58.01,28.07,34.34,0.51,58.01,38.35,9.89,13.1
56.16,25.47,32.91,0.52,56.16,36.63,9.83,13.1
58.62,29.06,34.57,0.5,58.62,38.96,9.89,13.1
58.2,28.62,34.33,0.5,58.2,38.66,9.87,13.1
54.66,23.87,31.38,0.53,54.66,35.48,9.83,13.1
52.65,23.0,30.31,0.53,52.65,34.74,9.67,13.1
43.62,9.48,22.92,0.62,48.68,23.32,9.57,13.8
42.91,8.54,21.9,0.62,48.34,22.58,9.51,13.8
50.25,7.99,21.09,0.63,50.25,22.26,9.51,13.8
43.16,8.0,21.13,0.63,48.61,22.18,9.5,13.8
44.53,7.99,21.1,0.63,49.67,22.23,9.51,13.8
43.23,8.6,21.97,0.62,48.58,22.65,9.52,13.8
14.81,-1.3,3.79,0.66,20.71,8.57,9.86,52.4
14.86,-0.13,4.54,0.67,21.05,9.47,9.84,52.4
13.83,-1.03,4.52,0.69,20.42,8.96,9.76,52.4
19.95,1.33,3.88,0.66,19.95,9.01,9.85,52.4
19.78,1.3,3.83,0.66,19.78,8.88,9.83,52.4
19.88,1.32,3.88,0.66,19.88,8.97,9.84,52.4
35.25,8.92,27.53,0.82,39.68,22.61,6.53,52.9
35.27,8.93,27.53,0.82,39.69,22.61,6.53,52.9
34.55,8.08,26.83,0.81,39.37,22.43,6.69,52.9
34.31,7.88,26.14,0.81,38.95,22.2,6.89,52.9
33.95,7.89,26.42,0.82,38.83,21.7,6.66,52.9
33.93,7.87,26.41,0.82,38.82,21.68,6.66,52.9
66.32,7.57,26.27,0.46,66.32,23.33,9.88,21.4
66.48,6.83,25.77,0.46,66.48,22.82,9.91,21.4
66.86,8.2,26.38,0.45,66.86,23.86,9.91,21.4
66.7,6.71,25.57,0.45,66.7,22.77,9.93,21.4
67.48,10.4,28.4,0.48,67.48,25.21,9.97,21.4
68.85,12.04,26.97,0.43,68.85,26.45,9.97,21.4
35.87,9.55,21.81,0.73,42.33,23.7,8.07,13.3
35.62,11.57,24.22,0.77,41.03,24.95,8.51,13.3
35.78,11.68,24.28,0.77,41.09,25.02,8.52,13.3
30.22,6.9,20.26,0.73,38.97,22.02,8.28,13.3
35.63,11.4,23.96,0.76,41.15,24.84,8.51,13.3
34.4,8.64,21.99,0.74,41.42,23.3,8.03,13.3
25.56,2.64,15.67,0.69,35.64,18.9,8.18,27.6
25.57,2.63,16.29,0.71,35.6,18.88,8.2,27.6
25.92,2.23,16.39,0.71,35.78,18.55,8.13,27.6
24.73,2.1,15.62,0.7,35.05,18.45,8.19,27.6
24.54,1.54,15.85,0.71,34.87,18.03,8.15,27.6
25.34,1.89,16.4,0.72,35.39,18.29,8.13,27.6
55.59,25.39,32.33,0.52,55.59,36.5,9.78,16.5
58.51,29.04,34.49,0.5,58.51,38.92,9.88,16.5
56.23,27.67,32.99,0.5,56.23,37.88,9.8,16.5
55.45,25.33,32.21,0.52,55.45,36.45,9.77,16.5
54.88,24.9,31.7,0.52,54.88,36.11,9.74,16.5
55.15,25.11,31.94,0.52,55.15,36.27,9.75,16.5
23.7,2.81,14.72,0.64,35.22,18.83,9.36,14.6
30.53,4.28,16.67,0.65,38.95,19.87,9.38,14.6
33.14,6.37,19.08,0.68,42.21,21.52,9.2,14.6
33.31,6.39,19.06,0.68,42.3,21.52,9.21,14.6
30.01,4.77,17.59,0.67,39.85,20.31,9.32,14.6
30.57,4.82,17.69,0.67,40.06,20.45,9.27,14.6
46.73,18.11,27.06,0.64,49.42,29.79,9.62,14.2
47.1,18.24,27.06,0.64,49.42,29.83,9.61,14.2
47.04,18.03,26.91,0.64,49.62,29.68,9.61,14.2
45.6,18.47,27.92,0.64,49.0,30.3,9.64,14.2
45.77,18.54,27.97,0.64,49.07,30.34,9.64,14.2
45.91,18.46,27.93,0.64,49.27,30.28,9.64,14.2
72.29,55.23,53.18,0.71,72.29,55.23,8.22,52.2
72.06,53.89,53.29,0.73,72.06,53.89,8.05,52.2
72.46,55.23,53.46,0.7,72.46,55.23,8.28,52.2
72.75,55.12,55.13,0.75,72.75,55.12,7.74,52.2
72.53,55.17,53.61,0.7,72.53,55.17,8.39,52.2
72.54,55.25,53.54,0.7,72.54,55.25,8.46,52.2
76.48,52.91,57.62,0.83,76.48,52.91,7.35,31.5
76.46,52.89,57.64,0.83,76.46,52.89,7.34,31.5
76.51,52.91,57.6,0.83,76.51,52.91,7.35,31.5
76.54,52.92,57.6,0.83,76.54,52.92,7.35,31.5
76.47,52.91,57.62,0.83,76.47,52.91,7.34,31.5
75.54,53.01,58.71,0.85,75.54,53.01,6.92,31.5
-12.53,-17.63,-4.93,0.75,4.54,-4.61,7.56,52.4
-14.75,-20.92,-5.79,0.73,4.29,-5.13,8.12,52.4
-14.23,-21.35,-5.5,0.74,3.94,-4.89,7.71,52.4
-11.77,-21.2,-5.43,0.74,4.01,-4.78,7.7,52.4
-10.83,-16.62,-4.69,0.75,5.16,-3.78,7.79,52.4
