CO2,Radiation,diameter,humidity,outside_temperature,inside_temperature,measurement,Yield
61.1,29.1,33.58,0.7,61.1,34.1,8.97,51.2
58.15,30.73,35.58,0.75,58.15,35.38,7.74,51.2
61.37,29.96,33.34,0.69,61.37,33.35,9.02,51.2
61.38,29.97,33.34,0.69,61.38,33.35,9.02,51.2
60.76,30.02,33.92,0.71,60.76,33.95,8.71,51.2
59.6,30.79,34.84,0.73,59.6,34.23,8.31,51.2
73.79,38.8,38.96,0.58,73.79,43.06,9.37,13.6
72.57,38.56,38.28,0.58,72.57,42.93,9.28,13.6
62.87,44.63,49.31,0.9,62.87,44.63,3.21,56.6
55.22,27.29,37.67,0.89,55.22,32.77,5.15,31.1
55.63,25.64,36.79,0.87,55.63,31.54,5.51,31.1
55.3,27.84,37.59,0.88,55.3,33.1,5.15,31.1
55.73,25.69,35.92,0.84,55.73,31.09,6.2,31.1
55.68,25.59,35.96,0.84,55.68,31.1,6.2,31.1
57.12,24.87,34.76,0.79,57.12,30.57,6.91,31.1
65.12,28.44,39.94,0.82,65.12,33.48,6.38,23.8
64.57,28.6,40.26,0.84,64.57,33.63,6.0,23.8
64.3,28.32,37.41,0.74,64.3,32.66,7.71,23.8
63.32,26.01,37.2,0.76,63.32,31.66,7.02,23.8
64.39,28.59,37.75,0.75,64.39,32.91,7.67,23.8
63.14,26.62,37.53,0.77,63.14,32.08,6.89,23.8
71.72,38.38,36.95,0.56,71.72,42.39,9.35,11.5
71.23,41.24,35.28,0.5,71.23,44.71,9.84,11.5
71.23,41.26,35.54,0.51,71.23,44.77,9.75,11.5
72.31,39.19,37.82,0.56,72.31,43.37,9.38,11.5
72.09,39.37,37.49,0.56,72.09,43.48,9.41,11.5
71.17,40.97,35.65,0.52,71.17,44.58,9.63,11.5
62.56,30.37,40.04,0.82,62.56,35.21,4.97,22.0
62.08,27.65,39.04,0.81,62.08,33.41,5.43,22.0
61.05,28.67,39.85,0.84,61.05,33.29,4.81,22.0
61.54,32.29,41.22,0.84,61.54,36.29,4.41,22.0
62.19,30.68,40.28,0.83,62.19,35.45,4.7,22.0
61.26,28.71,40.19,0.86,61.26,33.31,4.71,22.0
37.03,8.26,30.4,0.79,44.65,20.06,7.48,32.3
36.71,7.93,30.29,0.78,44.38,20.11,7.54,32.3
36.72,7.89,30.29,0.78,44.4,20.08,7.54,32.3
36.87,8.12,30.35,0.78,44.51,20.09,7.51,32.3
36.7,7.87,30.28,0.78,44.38,20.08,7.54,32.3
34.61,6.55,29.4,0.78,42.15,19.63,7.63,32.3
65.81,29.46,28.3,0.48,65.81,35.67,10.0,24.2
65.68,28.96,27.77,0.47,65.68,36.01,10.0,24.2
65.88,29.56,28.3,0.49,65.88,35.64,10.0,24.2
65.7,29.52,27.92,0.47,65.7,36.45,10.0,24.2
65.63,29.42,27.92,0.47,65.63,36.39,10.0,24.2
66.05,28.8,28.19,0.49,66.05,35.19,10.0,24.2
38.57,6.69,30.4,0.84,44.37,20.95,8.31,40.9
39.99,5.55,30.54,0.84,45.47,20.07,8.34,40.9
39.99,5.54,30.53,0.84,45.46,20.07,8.35,40.9
38.7,8.82,30.44,0.8,44.34,22.64,8.89,40.9
38.71,8.8,30.45,0.8,44.35,22.63,8.89,40.9
40.12,6.59,30.81,0.83,45.6,20.46,8.38,40.9
35.12,-9.66,19.31,0.82,42.49,7.7,5.62,48.4
34.63,-11.18,19.24,0.84,42.0,7.35,5.55,48.4
34.53,-11.43,19.19,0.83,41.93,7.27,5.51,48.4
32.78,-9.89,20.5,0.83,40.52,8.48,5.62,48.4
33.4,-12.95,18.67,0.85,40.99,6.62,5.35,48.4
33.71,-12.33,18.82,0.84,41.25,6.79,5.39,48.4
57.58,25.34,37.32,0.83,57.58,32.23,7.24,44.5
56.42,26.29,36.37,0.83,56.42,31.58,6.72,44.5
56.81,26.69,36.11,0.82,56.81,31.69,6.91,44.5
57.81,27.95,36.6,0.8,57.81,33.05,7.08,44.5
58.42,26.25,36.51,0.8,58.42,32.02,7.56,44.5
55.49,25.53,36.18,0.85,55.49,31.06,6.1,44.5
59.7,36.26,44.41,0.88,59.7,40.93,5.01,51.6
59.31,36.18,43.94,0.88,59.31,40.86,5.18,51.6
58.75,38.9,43.58,0.86,58.75,42.32,4.94,51.6
58.8,38.78,43.64,0.86,58.8,42.28,4.97,51.6
58.85,38.06,43.55,0.86,58.85,41.86,5.09,51.6
58.81,38.39,43.57,0.86,58.81,42.04,5.03,51.6
65.87,26.72,23.39,0.43,65.87,34.01,10.0,33.3
65.93,26.58,23.19,0.43,65.93,33.95,10.0,33.3
66.66,24.92,20.52,0.4,66.66,32.95,10.0,33.3
66.67,25.16,20.77,0.4,66.67,33.11,10.0,33.3
66.65,25.08,20.71,0.4,66.65,33.05,10.0,33.3
66.76,24.91,20.4,0.4,66.76,32.72,10.0,33.3
67.68,29.2,36.22,0.68,67.68,33.99,9.2,9.6
67.65,29.34,36.19,0.68,67.65,34.04,9.21,9.6
67.78,29.22,36.19,0.68,67.78,33.97,9.2,9.6
67.69,29.25,36.2,0.68,67.69,34.0,9.2,9.6
68.15,28.65,33.88,0.62,68.15,33.89,9.47,9.6
68.15,28.64,33.89,0.62,68.15,33.89,9.47,9.6
32.15,-9.65,20.72,0.84,40.01,8.71,5.62,42.4
29.02,0.0,22.34,0.83,37.54,13.5,6.78,42.4
31.37,-6.38,20.47,0.85,38.65,10.18,5.85,42.4
30.47,-4.76,19.77,0.86,37.74,10.81,5.69,42.4
29.41,-0.53,22.21,0.83,37.88,13.16,6.75,42.4
33.88,-11.78,18.88,0.84,41.39,7.03,5.46,42.4
66.04,30.74,25.35,0.42,66.04,37.47,9.29,17.7
65.5,31.73,26.48,0.44,65.5,37.84,10.0,17.7
65.41,31.4,26.34,0.44,65.41,38.05,10.0,17.7
65.6,31.38,26.81,0.45,65.6,36.77,10.0,17.7
65.63,31.04,27.27,0.45,65.63,36.64,10.0,17.7
62.13,30.86,33.7,0.67,62.13,30.86,9.44,35.5
62.3,30.65,33.81,0.68,62.3,30.76,9.49,35.5
62.43,30.55,33.99,0.68,62.43,30.57,9.52,35.5
61.83,31.12,33.39,0.66,61.83,31.19,9.38,35.5
61.88,31.08,33.43,0.66,61.88,31.15,9.39,35.5
62.61,30.28,34.14,0.69,62.61,30.42,9.57,35.5
67.67,35.56,39.23,0.72,67.67,35.56,9.0,23.5
67.33,35.71,39.75,0.73,67.33,35.71,9.01,23.5
67.8,35.47,38.93,0.72,67.8,35.47,8.96,23.5
67.74,35.1,40.17,0.75,67.74,35.1,8.93,23.5
66.79,34.68,39.8,0.74,66.79,35.89,8.22,23.5
66.88,34.54,39.7,0.74,66.88,35.84,8.24,23.5
58.73,33.12,42.25,0.9,58.73,36.97,4.22,32.6
57.51,34.92,44.05,0.93,57.51,38.62,3.94,32.6
57.48,35.12,44.26,0.93,57.48,38.83,3.88,32.6
57.13,35.03,44.19,0.93,57.13,38.71,3.76,32.6
59.38,34.18,43.5,0.91,59.38,38.46,4.41,32.6
58.47,34.29,43.45,0.91,58.47,38.19,4.12,32.6
62.19,29.13,32.56,0.64,62.19,31.79,9.42,25.7
62.16,30.54,31.92,0.61,62.16,31.88,9.36,25.7
61.87,28.99,31.91,0.62,61.87,31.86,9.23,25.7
63.24,28.1,31.47,0.6,63.24,32.09,9.47,25.7
61.88,30.94,31.95,0.61,61.88,31.82,9.29,25.7
61.99,30.8,31.89,0.61,61.99,31.81,9.3,25.7
58.91,40.24,45.61,0.95,58.91,40.24,2.81,69.0
72.56,35.41,34.66,0.54,72.56,40.07,9.79,15.2
71.53,33.67,33.14,0.51,71.53,38.93,9.84,15.2
71.53,33.58,33.13,0.51,71.53,38.89,9.84,15.2
72.44,35.36,33.94,0.52,72.44,40.3,9.84,15.2
72.56,35.85,34.02,0.52,72.56,40.68,9.85,15.2
71.81,35.07,34.01,0.52,71.81,39.91,9.82,15.2
74.56,39.5,39.33,0.58,74.56,43.48,9.48,13.2
74.57,39.49,39.34,0.58,74.57,43.47,9.48,13.2
74.97,40.0,39.43,0.58,74.97,43.82,9.57,13.2
72.54,38.21,36.67,0.55,72.54,42.47,9.62,13.2
71.97,39.7,37.0,0.54,71.97,43.48,9.55,13.2
68.35,37.84,45.64,0.77,68.35,39.49,8.51,63.3
68.32,37.37,45.6,0.78,68.32,39.2,8.44,63.3
68.34,37.67,46.05,0.79,68.34,39.76,7.58,63.3
68.0,37.01,46.7,0.81,68.0,39.54,6.53,63.3
68.0,37.13,46.65,0.81,68.0,39.54,6.59,63.3
68.0,37.25,46.63,0.81,68.0,39.62,6.49,63.3
67.62,29.35,36.2,0.68,67.62,34.05,9.21,17.8
67.63,29.21,36.22,0.68,67.63,33.99,9.2,17.8
66.16,27.65,30.28,0.54,66.16,34.36,9.78,17.8
66.71,28.35,31.89,0.58,66.71,33.36,9.72,17.8
66.74,28.21,31.98,0.58,66.74,33.3,9.72,17.8
67.03,28.34,33.36,0.61,67.03,33.63,9.71,17.8
44.12,25.84,29.35,0.69,49.7,31.27,9.31,66.0
50.75,26.11,30.77,0.69,50.75,32.18,9.33,66.0
51.04,26.21,31.05,0.69,51.04,32.41,9.34,66.0
51.17,26.31,31.23,0.69,51.17,32.48,9.34,66.0
50.29,26.02,30.18,0.7,50.29,31.15,9.01,66.0
51.16,25.34,31.52,0.7,51.16,32.11,9.12,66.0
65.58,23.35,30.39,0.59,65.58,31.33,9.84,14.5
65.55,23.5,30.37,0.59,65.55,31.43,9.85,14.5
64.2,24.65,31.21,0.62,64.2,32.06,9.8,14.5
63.8,24.66,31.27,0.63,63.8,31.96,9.81,14.5
64.29,24.85,31.09,0.62,64.29,32.34,9.83,14.5
64.35,23.05,31.2,0.64,64.35,30.1,9.75,14.5
66.99,31.62,39.09,0.78,66.99,32.62,6.63,15.3
67.01,31.9,39.18,0.78,67.01,33.01,6.75,15.3
66.24,33.25,39.82,0.81,66.24,33.25,6.41,15.3
67.54,31.84,38.16,0.74,67.54,33.49,7.93,15.3
66.92,32.12,39.23,0.78,66.92,33.23,6.74,15.3
67.59,32.62,38.72,0.75,67.59,34.2,7.35,15.3
77.67,41.07,41.51,0.62,77.67,43.73,9.12,25.3
75.82,40.19,39.86,0.61,75.82,42.6,9.19,25.3
75.64,40.01,39.67,0.61,75.64,42.38,9.22,25.3
75.08,39.11,38.28,0.59,75.08,41.83,9.79,25.3
74.96,38.94,38.13,0.58,74.96,41.87,9.82,25.3
74.88,38.82,38.05,0.58,74.88,41.76,9.82,25.3
67.58,34.94,43.79,0.78,67.58,38.69,6.88,42.4
67.53,35.2,44.09,0.78,67.53,38.92,6.82,42.4
67.52,35.17,44.01,0.78,67.52,38.89,6.86,42.4
67.54,35.09,43.75,0.77,67.54,38.82,7.0,42.4
67.71,35.37,42.59,0.75,67.71,38.31,8.17,42.4
66.97,34.32,42.91,0.77,66.97,38.71,7.22,42.4
78.68,46.21,46.13,0.66,78.68,46.21,8.5,33.8
78.77,46.31,46.12,0.66,78.77,46.31,8.54,33.8
77.71,46.02,45.55,0.65,77.71,47.13,8.98,33.8
78.83,46.38,46.07,0.65,78.83,46.38,8.53,33.8
78.92,46.39,46.0,0.65,78.92,46.39,8.5,33.8
78.78,47.58,45.33,0.61,80.03,48.38,9.11,33.8
68.05,29.08,36.16,0.67,68.05,33.89,9.19,9.1
68.1,28.9,33.58,0.61,68.1,33.99,9.51,9.1
68.19,28.73,33.81,0.61,68.19,33.92,9.48,9.1
69.11,27.16,34.05,0.61,69.11,34.17,9.45,9.1
69.1,27.2,33.9,0.6,69.1,34.24,9.47,9.1
68.37,28.24,36.42,0.68,68.37,33.52,9.06,9.1
67.66,34.03,38.64,0.72,67.66,35.83,8.18,14.0
66.75,32.81,39.53,0.77,66.75,35.14,7.09,14.0
66.36,33.24,39.86,0.79,66.36,34.66,6.76,14.0
66.46,33.11,39.78,0.78,66.46,34.92,6.87,14.0
67.03,32.65,39.17,0.77,67.03,33.89,6.95,14.0
66.9,32.41,39.12,0.75,66.9,35.64,7.23,14.0
54.78,29.31,38.8,0.92,54.78,34.42,4.3,34.0
54.37,33.27,40.33,0.94,54.37,37.2,3.49,34.0
54.52,32.09,39.77,0.93,54.52,36.48,3.75,34.0
55.21,27.86,37.79,0.89,55.21,33.16,5.06,34.0
54.22,32.84,40.94,0.94,54.22,36.7,3.19,34.0
56.3,35.02,42.62,0.91,56.3,38.12,4.23,34.0
59.65,38.02,44.48,0.89,59.65,41.18,4.38,49.3
59.7,37.88,44.48,0.9,59.7,41.0,4.35,49.3
58.77,39.08,44.26,0.88,58.77,41.5,4.75,49.3
58.61,39.53,44.2,0.88,58.61,41.81,4.78,49.3
60.44,38.7,44.2,0.88,60.44,41.04,4.33,49.3
58.93,37.99,44.01,0.9,58.93,39.53,4.48,49.3
59.5,41.58,46.4,0.9,59.5,43.47,5.08,28.0
60.09,40.24,45.93,0.89,60.09,43.05,4.95,28.0
60.78,40.24,46.68,0.92,60.78,43.21,4.75,28.0
41.01,10.53,30.98,0.81,44.12,23.63,8.3,40.8
38.55,7.85,31.22,0.84,44.62,22.14,7.88,40.8
38.38,7.88,30.95,0.84,44.44,21.87,7.91,40.8
37.3,8.07,29.62,0.85,41.64,21.26,7.52,40.8
37.29,8.04,29.82,0.85,41.96,21.39,7.56,40.8
35.13,5.64,29.27,0.83,42.05,19.63,8.34,40.8
65.28,25.84,35.64,0.68,65.28,33.29,8.52,13.2
65.33,24.92,34.57,0.67,65.33,32.21,8.7,13.2
65.39,25.16,34.57,0.67,65.39,32.43,8.76,13.2
64.14,24.73,36.43,0.73,64.14,31.83,7.66,13.2
63.92,24.11,36.03,0.72,63.92,31.4,7.8,13.2
64.02,24.98,36.02,0.71,64.02,31.47,7.78,13.2
65.6,28.6,26.75,0.45,65.6,36.09,9.92,54.1
65.2,28.96,27.3,0.46,65.2,36.52,10.0,54.1
65.25,28.33,26.85,0.46,65.25,36.0,9.94,54.1
67.29,29.42,26.26,0.42,67.29,36.63,10.0,41.7
67.3,29.21,26.53,0.43,67.3,36.42,10.0,41.7
67.18,28.65,27.09,0.45,67.18,35.85,10.0,41.7
66.23,27.78,27.37,0.48,66.23,34.37,10.0,41.7
66.05,28.04,27.53,0.48,66.05,35.03,10.0,41.7
66.8,26.52,27.99,0.51,66.8,32.52,10.0,41.7
66.68,26.94,24.24,0.44,66.68,33.94,10.0,28.2
66.72,26.82,24.05,0.44,66.72,33.86,10.0,28.2
66.89,27.43,24.67,0.45,66.89,34.19,10.0,28.2
65.19,28.72,26.27,0.47,65.19,35.39,10.0,28.2
65.03,28.41,26.12,0.47,65.03,35.18,10.0,28.2
66.5,26.99,24.43,0.45,66.5,33.99,10.0,28.2
62.3,39.22,42.98,0.83,62.3,39.22,4.75,43.1
62.14,43.7,48.78,0.88,62.14,45.88,3.51,72.2
68.44,40.35,45.67,0.77,68.44,40.35,8.75,37.6
67.91,38.74,44.83,0.78,67.91,38.74,8.27,37.6
67.71,36.34,43.14,0.75,67.71,39.22,9.09,37.6
67.31,35.38,43.36,0.77,67.31,37.96,8.57,37.6
67.3,34.96,43.37,0.77,67.3,37.57,8.47,37.6
67.4,39.48,45.98,0.81,67.4,39.48,6.96,37.6
66.08,24.09,33.06,0.63,66.08,32.17,8.94,10.6
65.18,22.9,33.03,0.65,65.18,30.84,8.73,10.6
64.2,24.77,35.69,0.71,64.2,32.04,7.77,10.6
65.12,23.03,33.17,0.65,65.12,30.89,8.7,10.6
63.41,25.3,36.17,0.74,63.41,31.67,7.59,10.6
63.21,24.08,35.41,0.72,63.21,31.27,7.74,10.6
70.57,32.78,31.34,0.49,70.57,38.61,9.81,11.2
70.34,35.4,30.7,0.46,70.34,40.64,9.99,11.2
70.7,34.05,30.5,0.47,70.7,39.61,9.98,11.2
70.51,36.03,30.96,0.46,70.51,41.1,9.99,11.2
70.52,35.92,30.88,0.46,70.52,41.01,9.99,11.2
70.52,36.17,31.05,0.46,70.52,41.23,9.99,11.2
63.78,25.89,33.29,0.67,63.78,30.99,9.78,34.2
63.98,25.89,32.95,0.66,63.98,30.99,9.79,34.2
63.69,25.89,33.45,0.67,63.69,30.99,9.77,34.2
63.53,25.87,33.76,0.68,63.53,30.72,9.76,34.2
63.55,25.89,33.72,0.68,63.55,30.78,9.77,34.2
63.42,25.89,34.02,0.69,63.42,30.56,9.77,34.2
66.84,28.88,29.86,0.52,66.84,35.03,9.79,11.6
65.96,29.16,28.35,0.49,65.96,35.85,10.0,11.6
66.03,29.1,28.38,0.49,66.03,35.74,10.0,11.6
66.1,28.44,28.38,0.49,66.1,34.68,10.0,11.6
66.05,28.6,28.3,0.49,66.05,34.91,10.0,11.6
66.05,28.69,28.36,0.49,66.05,34.95,10.0,11.6
54.2,28.65,37.35,0.81,54.2,34.29,6.4,44.8
54.26,28.62,37.33,0.81,54.26,34.3,6.51,44.8
53.41,28.99,37.54,0.83,53.41,34.41,5.93,44.8
53.39,29.02,37.54,0.83,53.39,34.47,5.97,44.8
52.87,29.18,37.73,0.84,52.87,34.59,5.43,44.8
52.26,29.49,37.78,0.84,52.26,35.02,5.53,44.8
36.28,20.75,23.53,0.62,42.93,28.8,9.74,35.3
36.04,22.43,23.85,0.62,43.16,29.07,9.7,35.3
36.24,23.06,23.99,0.63,43.5,29.24,9.7,35.3
35.95,22.59,23.9,0.63,43.17,29.1,9.69,35.3
35.14,20.21,23.34,0.63,41.77,28.33,9.67,35.3
35.06,19.91,23.28,0.63,41.63,28.25,9.66,35.3
72.46,39.08,38.11,0.57,72.46,43.37,9.34,9.0
72.28,39.24,37.8,0.56,72.28,43.43,9.38,9.0
72.16,39.34,37.6,0.56,72.16,43.47,9.4,9.0
72.22,39.39,37.73,0.56,72.22,43.57,9.37,9.0
64.24,24.25,30.09,0.59,64.24,32.37,9.97,32.8
64.26,24.35,30.03,0.59,64.26,32.36,9.97,32.8
65.55,25.42,30.22,0.59,65.55,32.36,9.97,32.8
64.7,24.68,30.6,0.61,64.7,31.79,9.96,32.8
64.39,24.5,30.75,0.63,64.39,31.65,9.95,32.8
64.67,24.63,30.62,0.62,64.67,31.68,9.96,32.8
56.37,38.42,43.15,0.89,56.37,41.48,4.44,32.8
56.39,38.44,43.14,0.89,56.39,41.47,4.45,32.8
56.39,38.43,43.14,0.89,56.39,41.46,4.44,32.8
56.34,38.38,43.15,0.89,56.34,41.45,4.43,32.8
56.37,38.21,42.35,0.88,56.37,41.88,4.95,32.8
57.27,38.23,43.39,0.88,57.27,41.77,4.98,32.8
67.8,27.93,29.45,0.54,67.8,33.56,10.0,19.9
67.72,27.86,29.6,0.55,67.72,33.19,10.0,19.9
67.4,27.83,30.1,0.57,67.4,33.01,9.99,19.9
67.7,27.73,29.69,0.56,67.7,32.84,10.0,19.9
67.53,27.79,30.08,0.57,67.53,32.75,9.99,19.9
67.57,27.87,29.9,0.56,67.57,32.64,10.0,19.9
68.19,23.56,29.23,0.55,68.19,31.53,9.95,10.2
68.59,19.51,27.98,0.56,68.59,27.35,9.99,10.2
67.71,23.16,29.28,0.55,67.71,31.14,9.94,10.2
67.75,21.63,28.78,0.55,67.75,29.75,10.0,10.2
67.82,21.49,28.71,0.55,67.82,29.58,10.0,10.2
67.88,21.46,28.66,0.55,67.88,29.54,10.0,10.2
68.76,39.8,44.05,0.74,68.76,41.2,6.65,54.9
68.7,39.95,44.1,0.74,68.7,41.53,6.8,54.9
69.25,41.47,44.16,0.75,69.25,41.98,6.76,54.9
68.4,41.21,46.3,0.76,68.4,43.16,7.0,54.9
68.02,39.1,45.4,0.76,68.02,41.13,6.87,54.9
67.84,38.38,45.44,0.77,67.84,40.68,6.91,54.9
66.15,24.93,30.77,0.61,66.15,30.34,9.75,27.3
66.32,24.83,30.67,0.61,66.32,30.42,9.78,27.3
66.22,24.68,30.66,0.61,66.22,30.32,9.74,27.3
66.11,24.69,30.72,0.62,66.11,30.2,9.69,27.3
66.15,24.6,30.67,0.62,66.15,30.23,9.7,27.3
66.05,24.69,30.76,0.62,66.05,30.12,9.66,27.3
77.73,45.21,46.85,0.7,77.73,45.21,7.74,55.3
77.85,45.3,46.99,0.7,77.85,45.3,7.73,55.3
78.07,45.62,47.55,0.69,78.07,45.62,7.7,55.3
78.17,45.43,47.01,0.69,78.17,45.43,7.79,55.3
79.64,46.03,45.32,0.62,79.64,47.4,8.65,55.3
63.72,44.03,49.25,0.9,63.72,44.03,3.39,58.5
66.11,42.59,48.56,0.87,66.11,42.59,4.45,58.5
65.99,42.68,48.7,0.88,65.99,42.68,4.36,58.5
34.16,-4.35,23.38,0.8,42.69,12.52,7.94,37.8
34.09,-4.26,23.37,0.8,42.31,12.59,7.97,37.8
29.7,-1.05,23.45,0.82,38.73,13.86,7.65,37.8
32.26,-4.2,22.36,0.8,40.51,11.73,7.34,37.8
32.2,-4.16,22.5,0.8,40.53,11.88,7.44,37.8
32.5,-4.24,22.48,0.8,40.76,11.82,7.42,37.8
64.43,25.8,27.81,0.53,64.43,32.29,10.0,25.5
65.29,25.73,28.07,0.54,65.29,32.44,10.0,25.5
65.44,25.91,28.15,0.54,65.44,32.7,10.0,25.5
65.23,25.9,28.11,0.54,65.23,32.58,10.0,25.5
64.77,26.44,27.7,0.52,64.77,33.34,10.0,25.5
64.9,23.71,27.13,0.53,64.9,32.02,10.0,25.5
29.31,-4.76,19.4,0.79,36.5,14.44,8.3,68.5
30.55,-2.75,21.05,0.79,37.11,15.98,8.3,68.5
31.03,-2.16,21.53,0.79,37.51,16.43,8.3,68.5
28.99,-1.74,20.63,0.8,36.11,14.73,7.59,68.5
29.1,-5.89,18.47,0.79,36.33,13.58,8.3,68.5
29.24,-5.12,19.1,0.79,36.45,14.17,8.3,68.5
68.25,30.3,28.76,0.48,68.25,36.8,10.0,17.0
68.04,30.04,28.93,0.49,68.04,36.54,10.0,17.0
67.71,29.52,29.14,0.5,67.71,35.92,10.0,17.0
67.69,29.4,29.2,0.5,67.69,35.9,10.0,17.0
68.7,29.79,28.63,0.48,68.7,35.81,10.0,17.0
68.02,29.75,29.04,0.49,68.02,36.54,10.0,17.0
69.39,30.46,36.64,0.67,69.39,33.79,8.96,20.4
69.4,30.21,36.6,0.67,69.4,33.76,8.98,20.4
69.17,30.36,36.77,0.67,69.17,33.77,8.96,20.4
69.27,30.38,36.7,0.67,69.27,33.78,8.96,20.4
69.11,30.26,36.79,0.67,69.11,33.75,8.96,20.4
69.16,30.02,36.73,0.67,69.16,33.71,8.98,20.4
64.24,25.11,29.63,0.57,64.24,31.79,9.98,26.5
64.89,24.62,28.87,0.53,64.89,31.57,9.99,26.5
65.02,25.51,28.9,0.53,65.02,32.23,9.99,26.5
63.41,24.83,30.49,0.61,63.41,32.35,9.87,26.5
64.35,24.58,29.87,0.58,64.35,32.24,9.98,26.5
65.12,25.62,28.38,0.53,65.12,32.52,10.0,26.5
54.12,28.79,37.44,0.83,54.12,34.06,6.21,47.4
52.99,29.32,37.62,0.83,52.99,34.66,5.93,47.4
53.07,29.29,37.61,0.83,53.07,34.65,5.97,47.4
52.77,29.4,37.67,0.84,52.77,34.66,5.81,47.4
52.45,29.14,37.72,0.86,52.45,34.45,5.76,47.4
52.29,29.65,37.77,0.85,52.29,34.77,5.66,47.4
52.16,27.27,28.96,0.61,52.16,33.41,9.84,31.3
51.8,27.57,29.22,0.61,51.8,32.95,9.79,31.3
51.64,27.8,29.36,0.62,51.64,32.74,9.76,31.3
52.58,25.84,30.38,0.63,52.58,33.73,9.74,31.3
52.66,25.78,30.2,0.63,52.66,33.69,9.76,31.3
52.37,26.1,30.96,0.65,52.37,33.63,9.67,31.3
80.29,55.77,55.1,0.76,80.49,55.77,8.34,53.5
79.63,55.21,55.41,0.78,79.63,55.21,7.54,53.5
79.56,55.16,55.42,0.79,79.56,55.16,7.53,53.5
79.51,54.96,55.43,0.78,79.51,54.96,7.94,53.5
79.53,54.98,55.41,0.78,79.53,54.98,7.96,53.5
79.0,53.74,55.64,0.79,79.0,53.74,7.32,53.5
39.99,-5.12,26.53,0.71,46.51,13.38,7.37,41.0
37.77,-5.28,26.49,0.73,44.93,13.18,7.33,41.0
36.57,-4.71,25.89,0.73,44.1,13.34,7.39,41.0
36.43,-5.96,25.64,0.72,43.98,12.58,7.32,41.0
35.14,-5.74,25.34,0.73,43.0,12.52,7.4,41.0
36.13,-5.77,25.18,0.73,42.63,12.43,7.41,41.0
38.61,8.3,28.53,0.87,38.61,20.94,6.99,35.0
37.72,8.38,28.13,0.88,37.72,20.74,6.84,35.0
38.48,8.35,28.4,0.87,38.48,20.84,6.95,35.0
38.21,8.35,28.33,0.87,38.21,20.83,6.92,35.0
35.82,8.6,27.97,0.88,38.24,20.5,6.79,35.0
36.17,9.3,27.9,0.89,40.76,20.07,6.61,35.0
58.58,31.88,40.7,0.89,58.58,37.47,4.62,15.1
56.95,30.75,40.05,0.9,56.95,36.71,4.02,15.1
56.82,28.82,39.33,0.9,56.82,35.34,4.23,15.1
56.89,27.96,38.89,0.9,56.89,34.78,4.25,15.1
56.86,31.52,40.35,0.91,56.86,37.23,3.87,15.1
59.33,33.99,41.52,0.88,59.33,38.77,4.73,15.1
44.17,25.96,29.3,0.69,49.54,31.07,9.29,65.6
41.37,24.94,28.37,0.72,47.54,29.54,9.2,65.6
42.75,24.1,29.0,0.72,48.15,29.4,8.98,65.6
43.99,24.31,29.3,0.71,48.62,29.82,9.06,65.6
43.13,24.38,29.24,0.72,48.36,29.62,8.99,65.6
43.77,24.5,29.29,0.72,48.6,29.87,8.95,65.6
58.54,33.82,42.35,0.92,58.54,36.48,3.9,24.0
58.29,33.95,42.4,0.92,58.29,36.53,3.85,24.0
58.7,33.74,42.32,0.92,58.7,36.45,3.93,24.0
63.41,25.86,34.13,0.7,63.41,30.47,9.79,45.2
63.41,25.88,34.17,0.7,63.41,30.47,9.8,45.2
63.41,25.87,34.1,0.69,63.41,30.49,9.78,45.2
63.41,25.87,34.12,0.69,63.41,30.48,9.79,45.2
63.4,25.88,34.12,0.69,63.4,30.49,9.79,45.2
62.18,21.96,35.52,0.73,62.18,30.58,9.2,45.2
25.01,-20.16,10.71,0.85,33.43,4.18,4.64,51.0
25.07,-20.27,10.62,0.85,33.35,4.07,4.64,51.0
25.04,-20.7,10.39,0.87,32.77,3.74,4.64,51.0
24.7,-19.75,11.38,0.83,33.56,4.67,4.64,51.0
33.87,-1.0,26.33,0.78,43.01,13.73,7.11,42.4
33.42,0.47,26.36,0.8,42.77,14.21,7.25,42.4
33.85,0.96,26.64,0.8,43.02,14.49,7.24,42.4
33.51,0.57,26.41,0.8,42.82,14.27,7.25,42.4
31.28,0.75,25.65,0.83,41.42,14.82,7.75,42.4
31.8,1.78,26.3,0.83,41.73,15.41,7.61,42.4
66.75,26.57,27.88,0.52,66.75,33.07,10.0,32.0
67.03,26.03,26.21,0.5,67.03,32.81,10.0,32.0
67.46,27.46,28.54,0.53,67.46,33.81,10.0,32.0
67.19,26.43,26.22,0.49,67.19,33.2,10.0,32.0
67.37,27.05,26.92,0.5,67.37,33.63,10.0,32.0
66.98,25.4,23.78,0.45,66.98,32.6,10.0,32.0
59.98,30.24,40.99,0.88,59.98,34.57,4.23,21.4
65.34,34.27,40.36,0.82,65.34,34.27,6.15,21.4
60.25,30.51,41.6,0.91,60.25,35.23,4.34,21.4
58.82,33.66,42.29,0.92,58.82,36.41,3.94,21.4
60.41,30.0,41.5,0.91,60.41,34.49,4.24,21.4
60.2,30.77,41.19,0.9,60.2,34.62,4.08,21.4
64.69,29.02,28.01,0.5,64.69,34.44,10.0,27.7
64.99,29.41,27.43,0.49,64.99,35.71,10.0,27.7
64.67,28.55,28.02,0.51,64.67,34.25,10.0,27.7
64.67,28.49,28.02,0.51,64.67,34.21,10.0,27.7
